1.000000 0.800000
1.009600 0.799883
1.019197 0.799529
1.028789 0.798932
1.038372 0.798084
1.047943 0.796979
1.057499 0.795611
1.067037 0.793973
1.076554 0.792059
1.086047 0.789863
1.095511 0.787378
1.104944 0.784598
1.114341 0.781517
1.123700 0.778129
1.133017 0.774429
1.142287 0.770411
1.151506 0.766070
1.160672 0.761400
1.169780 0.756397
1.178826 0.751056
1.187805 0.745371
1.196715 0.739340
1.205550 0.732958
1.214306 0.726222
1.222979 0.719127
1.231565 0.711671
1.240059 0.703852
1.248457 0.695666
1.256755 0.687112
1.264948 0.678189
1.273032 0.668894
1.281001 0.659227
1.288853 0.649188
1.296582 0.638776
1.304184 0.627993
1.311654 0.616839
1.318988 0.605315
1.326181 0.593423
1.333230 0.581166
1.340129 0.568546
1.346875 0.555568
1.353463 0.542234
1.359889 0.528549
1.366148 0.514517
1.372237 0.500146
1.378152 0.485439
1.383888 0.470404
1.389441 0.455048
1.394809 0.439377
1.399986 0.423401
1.404970 0.407127
1.409757 0.390565
1.414344 0.373724
1.418727 0.356613
1.422903 0.339244
1.426869 0.321627
1.430622 0.303774
1.434159 0.285696
1.437478 0.267405
1.440577 0.248914
1.443452 0.230235
1.446102 0.211383
1.448525 0.192370
1.450719 0.173211
1.452682 0.153919
1.454413 0.134508
1.455911 0.114995
1.457173 0.095392
1.458200 0.075716
1.458990 0.055981
1.459544 0.036203
1.459859 0.016397
1.459937 -0.003422
1.459777 -0.023239
1.459379 -0.043037
1.458744 -0.062802
1.457872 -0.082518
1.456764 -0.102171
1.455420 -0.121744
1.453842 -0.141224
1.452031 -0.160595
1.449988 -0.179843
1.447715 -0.198953
1.445213 -0.217912
1.442485 -0.236706
1.439532 -0.255321
1.436357 -0.273744
1.432962 -0.291963
1.429350 -0.309965
1.425523 -0.327738
1.421484 -0.345271
1.417236 -0.362552
1.412783 -0.379570
1.408127 -0.396316
1.403271 -0.412780
1.398220 -0.428952
1.392976 -0.444824
1.387544 -0.460386
1.381927 -0.475633
1.376129 -0.490555
1.370154 -0.505147
1.364006 -0.519402
1.357688 -0.533314
1.351206 -0.546878
1.344563 -0.560090
1.337764 -0.572945
1.330812 -0.585440
1.323713 -0.597571
1.316471 -0.609336
1.309089 -0.620732
1.301573 -0.631759
1.293927 -0.642414
1.286155 -0.652697
1.278262 -0.662607
1.270253 -0.672146
1.262131 -0.681312
1.253901 -0.690108
1.245568 -0.698535
1.237136 -0.706594
1.228610 -0.714287
1.219993 -0.721618
1.211291 -0.728588
1.202507 -0.735202
1.193646 -0.741463
1.184712 -0.747373
1.175709 -0.752939
1.166642 -0.758163
1.157513 -0.763050
1.148328 -0.767606
1.139091 -0.771835
1.129804 -0.775743
1.120473 -0.779334
1.111100 -0.782615
1.101690 -0.785591
1.092246 -0.788269
1.082772 -0.790654
1.073271 -0.792752
1.063746 -0.794570
1.054201 -0.796114
1.044639 -0.797390
1.035063 -0.798405
1.025477 -0.799166
1.015884 -0.799679
1.006285 -0.799950
0.996685 -0.799986
0.987085 -0.799795
0.977490 -0.799382
0.967900 -0.798754
0.958320 -0.797918
0.948750 -0.796880
0.939194 -0.795647
0.929655 -0.794225
0.920133 -0.792621
0.910632 -0.790842
0.901153 -0.788893
0.891698 -0.786781
0.882270 -0.784511
0.872870 -0.782091
0.863500 -0.779527
0.854161 -0.776823
0.844856 -0.773986
0.835586 -0.771022
0.826352 -0.767937
0.817155 -0.764735
0.807998 -0.761423
0.798881 -0.758006
0.789806 -0.754489
0.780773 -0.750878
0.771785 -0.747176
0.762841 -0.743390
0.753943 -0.739525
0.745092 -0.735584
0.736289 -0.731572
0.727535 -0.727495
0.718829 -0.723356
0.710174 -0.719159
0.701570 -0.714910
0.693016 -0.710611
0.684515 -0.706267
0.676066 -0.701882
0.667670 -0.697460
0.659327 -0.693003
0.651038 -0.688517
0.642803 -0.684003
0.634622 -0.679465
0.626495 -0.674908
0.618424 -0.670333
0.610407 -0.665743
0.602446 -0.661143
0.594540 -0.656534
0.586689 -0.651919
0.578894 -0.647301
0.571154 -0.642683
0.563470 -0.638066
0.555840 -0.633454
0.548267 -0.628849
0.540748 -0.624252
0.533285 -0.619667
0.525876 -0.615094
0.518522 -0.610537
0.511223 -0.605997
0.503978 -0.601475
0.496788 -0.596974
0.489651 -0.592495
0.482568 -0.588041
0.475538 -0.583612
0.468561 -0.579210
0.461637 -0.574836
0.454765 -0.570492
0.447945 -0.566179
0.441177 -0.561899
0.434460 -0.557653
0.427793 -0.553441
0.421177 -0.549265
0.414611 -0.545126
0.408094 -0.541025
0.401626 -0.536964
0.395207 -0.532942
0.388836 -0.528960
0.382512 -0.525021
0.376235 -0.521124
0.370005 -0.517270
0.363821 -0.513460
0.357682 -0.509694
0.351588 -0.505974
0.345538 -0.502299
0.339533 -0.498671
0.333570 -0.495090
0.327651 -0.491557
0.321773 -0.488071
0.315937 -0.484634
0.310142 -0.481246
0.304387 -0.477907
0.298672 -0.474618
0.292996 -0.471378
0.287359 -0.468189
0.281760 -0.465051
0.276198 -0.461964
0.270673 -0.458928
0.265183 -0.455944
0.259730 -0.453012
0.254311 -0.450131
0.248927 -0.447303
0.243576 -0.444527
0.238258 -0.441804
0.232973 -0.439134
0.227719 -0.436516
0.222496 -0.433952
0.217304 -0.431441
0.212142 -0.428983
0.207008 -0.426579
0.201904 -0.424228
0.196827 -0.421930
0.191777 -0.419687
0.186754 -0.417497
0.181757 -0.415361
0.176786 -0.413279
0.171839 -0.411251
0.166916 -0.409277
0.162016 -0.407357
0.157139 -0.405490
0.152284 -0.403678
0.147451 -0.401920
0.142638 -0.400217
0.137846 -0.398567
0.133073 -0.396971
0.128318 -0.395430
0.123582 -0.393942
0.118864 -0.392509
0.114162 -0.391130
0.109477 -0.389805
0.104807 -0.388534
0.100152 -0.387317
0.095511 -0.386154
0.090884 -0.385046
0.086270 -0.383991
0.081668 -0.382991
0.077078 -0.382044
0.072499 -0.381152
0.067931 -0.380313
0.063372 -0.379529
0.058822 -0.378798
0.054281 -0.378122
0.049747 -0.377499
0.045221 -0.376931
0.040701 -0.376416
0.036187 -0.375956
0.031678 -0.375549
0.027173 -0.375196
0.022673 -0.374897
0.018176 -0.374652
0.013681 -0.374461
0.009189 -0.374324
0.004698 -0.374241
0.000207 -0.374211
-0.004283 -0.374236
-0.008775 -0.374314
-0.013267 -0.374446
-0.017761 -0.374632
-0.022258 -0.374873
-0.026758 -0.375166
-0.031262 -0.375514
-0.035771 -0.375916
-0.040284 -0.376372
-0.044803 -0.376881
-0.049329 -0.377445
-0.053862 -0.378062
-0.058403 -0.378734
-0.062952 -0.379459
-0.067510 -0.380239
-0.072077 -0.381072
-0.076656 -0.381959
-0.081245 -0.382901
-0.085845 -0.383896
-0.090458 -0.384946
-0.095084 -0.386050
-0.099723 -0.387207
-0.104377 -0.388419
