   7.999999999999977e-01
   1.265625000000000e-01    3.551350937947104e-06
   1.296875000000000e-01    5.654554448015434e-06
   1.328125000000000e-01    8.916585383219976e-06
   1.359375000000000e-01    1.392607965183290e-05
   1.390625000000000e-01    2.154380742074928e-05
   1.421875000000000e-01    3.301497792195627e-05
   1.453125000000000e-01    5.012159031917064e-05
   1.484375000000000e-01    7.538639347268517e-05
   1.515625000000000e-01    1.123422673480163e-04
   1.546875000000000e-01    1.658831038647394e-04
   1.578125000000000e-01    2.427143488170388e-04
   1.609375000000000e-01    3.519229961525372e-04
   1.640625000000000e-01    5.056876452042524e-04
   1.671875000000000e-01    7.201488011741423e-04
   1.703125000000000e-01    1.016457406762330e-03
   1.734375000000000e-01    1.422015075216140e-03
   1.765625000000000e-01    1.971912076628658e-03
   1.796875000000000e-01    2.710558277230253e-03
   1.828125000000000e-01    3.693487528300299e-03
   1.859375000000000e-01    4.989297233138765e-03
