   7.999999999999977e-01
   5.640625000000000e-01    1.763284927020999e-12
   5.671875000000001e-01    9.317944236533026e-13
   5.703125000000000e-01    4.887861736737884e-13
   5.734375000000000e-01    2.545183634314074e-13
   5.765625000000000e-01    1.315591091911776e-13
   5.796875000000000e-01    6.750321932298281e-14
   5.828125000000001e-01    3.438190620102942e-14
   5.859375000000000e-01    1.738350895372753e-14
   5.890625000000000e-01    8.724631091993785e-15
   5.921875000000000e-01    4.346692477338039e-15
   5.953125000000000e-01    2.149676151937565e-15
   5.984375000000001e-01    1.055332920827705e-15
   6.015625000000000e-01    5.142902414781439e-16
   6.046875000000000e-01    2.487880056849648e-16
   6.078125000000001e-01    1.194683704323131e-16
   6.109375000000000e-01    5.694803696091138e-17
   6.140625000000001e-01    2.694677818381857e-17
   6.171875000000000e-01    1.265718546859904e-17
   6.203125000000000e-01    5.901597243856944e-18
   6.234375000000001e-01    2.731517717109372e-18
