   9.999999999999970e-01
   1.890625000000000e-01   -1.599091537836839e-21
   1.921875000000000e-01   -9.315999381640998e-21
   1.953125000000000e-01   -3.466616996216910e-20
   1.984375000000000e-01   -1.069063007556117e-19
   2.015625000000000e-01   -2.915428687793362e-19
   2.046875000000000e-01   -7.171716673102718e-19
   2.078125000000000e-01   -1.586679022271491e-18
   2.109375000000000e-01   -3.063312373155329e-18
   2.140625000000000e-01   -4.653517449318231e-18
   2.171875000000000e-01   -2.944937837908082e-18
   2.203125000000000e-01    1.547235255646419e-17
   2.234375000000000e-01    9.420576909506771e-17
   2.265625000000000e-01    3.611372616998433e-16
   2.296875000000000e-01    1.166304986305101e-15
   2.328125000000000e-01    3.419799646311798e-15
   2.359375000000000e-01    9.392408922277430e-15
   2.390625000000000e-01    2.455761553794505e-14
   2.421875000000000e-01    6.171884662754610e-14
   2.453125000000000e-01    1.500369011722317e-13
   2.484375000000000e-01    3.543402530722314e-13
