   1.999999999999998e-01
   8.765625000000000e-01    4.119578273335280e-06
   8.796875000000001e-01    2.648842746409779e-06
   8.828125000000000e-01    1.690102992572522e-06
   8.859375000000000e-01    1.070099162256683e-06
   8.890625000000001e-01    6.723400888887806e-07
   8.921875000000000e-01    4.191875546903543e-07
   8.953125000000001e-01    2.593476952866395e-07
   8.984375000000000e-01    1.592250097794767e-07
   9.015625000000000e-01    9.700525981059720e-08
   9.046875000000001e-01    5.864548858854703e-08
   9.078125000000000e-01    3.518272473430107e-08
   9.109375000000001e-01    2.094498567723038e-08
   9.140625000000000e-01    1.237332985856192e-08
   9.171875000000000e-01    7.253526816046698e-09
   9.203125000000001e-01    4.219569359282453e-09
   9.234375000000000e-01    2.435810404126549e-09
   9.265625000000001e-01    1.395325171264201e-09
   9.296875000000000e-01    7.931660541648929e-10
   9.328125000000000e-01    4.474141234907001e-10
   9.359375000000001e-01    2.504449443126934e-10
