   8.999999999999974e-01
   4.390625000000000e-01    5.395756972654089e-01
   4.421875000000000e-01    4.876982061347168e-01
   4.453125000000000e-01    4.374631652856708e-01
   4.484375000000000e-01    3.894285773639239e-01
   4.515625000000000e-01    3.440443731489504e-01
   4.546875000000000e-01    3.016515897937525e-01
   4.578125000000000e-01    2.624855416432247e-01
   4.609375000000000e-01    2.266823694475830e-01
   4.640625000000000e-01    1.942882620027156e-01
   4.671875000000000e-01    1.652706040449703e-01
   4.703125000000000e-01    1.395303113818313e-01
   4.734375000000000e-01    1.169146617846717e-01
   4.765625000000000e-01    9.723000930673378e-02
   4.796875000000000e-01    8.025387072586347e-02
   4.828125000000000e-01    6.574598603231860e-02
   4.859375000000000e-01    5.345807128892807e-02
   4.890625000000000e-01    4.314209406364406e-02
   4.921875000000000e-01    3.455700289338536e-02
   4.953125000000000e-01    2.747392861005990e-02
   4.984375000000000e-01    2.167994436819765e-02
