   8.999999999999974e-01
   7.515625000000000e-01    2.342555413753108e-21
   7.546875000000001e-01    1.011830473212394e-21
   7.578125000000000e-01    4.338587549501063e-22
   7.609375000000000e-01    1.846764076113035e-22
   7.640625000000001e-01    7.803628939161764e-23
   7.671875000000000e-01    3.273434301630957e-23
   7.703125000000001e-01    1.363113895802665e-23
   7.734375000000000e-01    5.634842972853720e-24
   7.765625000000000e-01    2.312343206245479e-24
   7.796875000000001e-01    9.419833083363028e-25
   7.828125000000000e-01    3.809378966118387e-25
   7.859375000000001e-01    1.529272294257507e-25
   7.890625000000000e-01    6.094452952176187e-26
   7.921875000000000e-01    2.411034867774708e-26
   7.953125000000001e-01    9.468707118064737e-27
   7.984375000000000e-01    3.691440481343815e-27
   8.015625000000001e-01    1.428626187937825e-27
   8.046875000000000e-01    5.488560254417401e-28
   8.078125000000000e-01    2.093220082466607e-28
   8.109375000000001e-01    7.924785206290957e-29
