   1.000000000000001e-01
   8.140625000000000e-01    1.164917665330250e-08
   8.171875000000001e-01    6.812060603842969e-09
   8.203125000000000e-01    3.952698243788779e-09
   8.234375000000000e-01    2.275835073997108e-09
   8.265625000000001e-01    1.300229325499816e-09
   8.296875000000000e-01    7.371082056449445e-10
   8.328125000000001e-01    4.146433665416061e-10
   8.359375000000000e-01    2.314464105167273e-10
   8.390625000000000e-01    1.281912817105322e-10
   8.421875000000001e-01    7.045290395240693e-11
   8.453125000000000e-01    3.842127113409346e-11
   8.484375000000001e-01    2.079107904010138e-11
   8.515625000000000e-01    1.116387191105943e-11
   8.546875000000000e-01    5.948195263065435e-12
   8.578125000000001e-01    3.144764893158785e-12
   8.609375000000000e-01    1.649771422012539e-12
   8.640625000000001e-01    8.587999858950161e-13
   8.671875000000000e-01    4.436014598158742e-13
   8.703125000000000e-01    2.273665721305475e-13
   8.734375000000001e-01    1.156359817436831e-13
